stage,description,Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Ad List,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station
after_merge,"Zamrud condo old klang road 
Move in 
Low deposit can discuss
Interest low 4 %
Now 4.3 %
Can use kwsp ac 2 
Bank value 450k
Offer 365k
Offer 365k
Offer 365k
Diskaun / cash back 85k
Below market 85k
Bulanan 1693
Bulanan 1693
Gaji min  2700 bersih
DEPOSIT BOLEH GUNA KWSP AC KE 2
Gov loan lppsa 
Sjkp skim jaminan kredit perumahan
Rumah pertamaku 
Good for investment 
Well maintain
Renovated
Kitchen kabinet
Leesehold 
 Non Bumi lot
Bigger size 
1152  sq
3  room 
2 bath room
Hot unit 
Free filter for loan 
Loan & lawyer can be arrange 
No hidden cost 
Servis sampai dpt kunci 
Pencerahan menyeluruh
Loan not approve refund 100%
Call LINA 
Show contact number
Team leader 
IQI REALTY SDN BHD
Trainer for agen
CAN SELL 8 - 10 UNIT / MONTH
Got 600 agen 
2021 get trip to taiwan 
2022 get trip to dubai 
OWNER ARE WELCOME TO LIST 
NOT FOR FOR COA ONLY SERIUS BUYER
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1152 sq.ft.
Nearby Railway Station
KTM Station Seputeh (Komuter Seremban Line)
Nearby School
Vikas International School
Nearby Mall
Mid Valley Megamall
See more details",3,2,1152 sq.ft.,Vikas International School,Mid Valley Megamall,103745367,"Apartment / Condominium, For sale","Playground, Parking, Minimart, Swimming Pool, Security, Jogging Track",Zamrud Apartment,TPPT Sdn. Bhd.,Leasehold,"Jalan Klang Lama, Kuala Lumpur, Wilayah Persekutuan, Old Klang Road, Kuala Lumpur",2005,19,292,Apartment,1,Medium,Non Bumi Lot,E,11605,REN 32706,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",Mid Valley Megamall,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,,RM 365 000,,KTM Station Seputeh (Komuter Seremban Line),"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)"
before,"Zamrud condo old klang road 
Move in 
Low deposit can discuss
Interest low 4 %
Now 4.3 %
Can use kwsp ac 2 
Bank value 450k
Offer 365k
Offer 365k
Offer 365k
Diskaun / cash back 85k
Below market 85k
Bulanan 1693
Bulanan 1693
Gaji min  2700 bersih
DEPOSIT BOLEH GUNA KWSP AC KE 2
Gov loan lppsa 
Sjkp skim jaminan kredit perumahan
Rumah pertamaku 
Good for investment 
Well maintain
Renovated
Kitchen kabinet
Leesehold 
 Non Bumi lot
Bigger size 
1152  sq
3  room 
2 bath room
Hot unit 
Free filter for loan 
Loan & lawyer can be arrange 
No hidden cost 
Servis sampai dpt kunci 
Pencerahan menyeluruh
Loan not approve refund 100%
Call LINA 
Show contact number
Team leader 
IQI REALTY SDN BHD
Trainer for agen
CAN SELL 8 - 10 UNIT / MONTH
Got 600 agen 
2021 get trip to taiwan 
2022 get trip to dubai 
OWNER ARE WELCOME TO LIST 
NOT FOR FOR COA ONLY SERIUS BUYER
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1152 sq.ft.
Nearby Railway Station
KTM Station Seputeh (Komuter Seremban Line)
Nearby School
Vikas International School
Nearby Mall
Mid Valley Megamall
See more details",3,2,1152 sq.ft.,Vikas International School,Mid Valley Megamall,103745367,"Apartment / Condominium, For sale","Playground, Parking, Minimart, Swimming Pool, Security, Jogging Track",Zamrud Apartment,TPPT Sdn. Bhd.,Leasehold,"Jalan Klang Lama, Kuala Lumpur, Wilayah Persekutuan, Old Klang Road, Kuala Lumpur",2005,19,292,Apartment,1,Medium,Non Bumi Lot,E,11605,REN 32706,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",Mid Valley Megamall,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,,RM 365 000,,KTM Station Seputeh (Komuter Seremban Line),"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)"
before,"Zamrud condo old klang road 
Move in 
Low deposit can discuss
Interest low 4 %
Now 4.3 %
Can use kwsp ac 2 
Bank value 450k
Offer 365k
Offer 365k
Offer 365k
Diskaun / cash back 85k
Below market 85k
Bulanan 1693
Bulanan 1693
Gaji min  2700 bersih
DEPOSIT BOLEH GUNA KWSP AC KE 2
Gov loan lppsa 
Sjkp skim jaminan kredit perumahan
Rumah pertamaku 
Good for investment 
Well maintain
Renovated
Kitchen kabinet
Leesehold 
 Non Bumi lot
Bigger size 
1152  sq
3  room 
2 bath room
Hot unit 
Free filter for loan 
Loan & lawyer can be arrange 
No hidden cost 
Servis sampai dpt kunci 
Pencerahan menyeluruh
Loan not approve refund 100%
Call LINA 
Show contact number
Team leader 
IQI REALTY SDN BHD
Trainer for agen
CAN SELL 8 - 10 UNIT / MONTH
Got 600 agen 
2021 get trip to taiwan 
2022 get trip to dubai 
OWNER ARE WELCOME TO LIST 
NOT FOR FOR COA ONLY SERIUS BUYER
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1152 sq.ft.
Nearby Railway Station
KTM Station Seputeh (Komuter Seremban Line)
Nearby School
Vikas International School
Nearby Mall
Mid Valley Megamall
See more details",3,2,1152 sq.ft.,,,103745367,"Apartment / Condominium, For sale","Playground, Parking, Minimart, Swimming Pool, Security, Jogging Track",Zamrud Apartment,TPPT Sdn. Bhd.,Leasehold,"Jalan Klang Lama, Kuala Lumpur, Wilayah Persekutuan, Old Klang Road, Kuala Lumpur",2005,19,292,Apartment,1,Medium,Non Bumi Lot,E,11605,REN 32706,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",Mid Valley Megamall,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,,RM 365 000,,,"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)"
after_merge,"Open back for sale. Previous buyer loan reject🔥 
APARTMENT FOR SALE MENTARI COURT BANDAR SUNWAY 
BLOK G -FACING POOL
  
DETAILS OF UNIT:
• 12th Floor
• 764 sqft
• Leasehold
• bumi lot
• 3 rooms + 2 bathrooms
• Swimming pool
• Very good for own stay and HIGH ROI on investment
• Low maintainance fee RM96  
•Strata Ready  
  
AMENITIES:  
- Walking distance to KTM Station  
- Taylor College  
- Sunway Pyramid Shopping Centre and Lagoon Theme Park  
  
ACCESSIBILITIES:  
- New Pantai Expressway(NPE), Highway  
- Damansara-Puchong Highway (LDP)  
- KESAS Highway  
- NKVE Highway  
Rm255k
Khairulnawawi azmi
Pea1352
Show contact number
Iqi realty sdn bhd
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
764 sq.ft.
Nearby Railway Station
KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
Nearby School
Sri Emas International School
See more details",3,2,764 sq.ft.,Sri Emas International School,,103787259,"Apartment / Condominium, For sale","Security, Playground, Minimart, Swimming Pool, Lift",Mentari Court,Mentari Group,Leasehold,"Jalan PJS8/9, Petaling Jaya, Selangor",2006,18,200,Apartment,,Medium,Bumi Lot,E,11584,PEA 1352,"Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Federal Highway Motorcycle Lane 5",,"Park at PJS 10 Park, PJS 10
Park 2 at PJS 6, Sungai Way
Park 1 at PJS 6, Sungai Way
Park at PJS 9, Sunway City","Sri Emas International School
Sekolah Kebangsaan Kampung Lindungan
Sekolah Kebangsaan Sungei Way",,RM 255 000,,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
before,"Open back for sale. Previous buyer loan reject🔥 
APARTMENT FOR SALE MENTARI COURT BANDAR SUNWAY 
BLOK G -FACING POOL
  
DETAILS OF UNIT:
• 12th Floor
• 764 sqft
• Leasehold
• bumi lot
• 3 rooms + 2 bathrooms
• Swimming pool
• Very good for own stay and HIGH ROI on investment
• Low maintainance fee RM96  
•Strata Ready  
  
AMENITIES:  
- Walking distance to KTM Station  
- Taylor College  
- Sunway Pyramid Shopping Centre and Lagoon Theme Park  
  
ACCESSIBILITIES:  
- New Pantai Expressway(NPE), Highway  
- Damansara-Puchong Highway (LDP)  
- KESAS Highway  
- NKVE Highway  
Rm255k
Khairulnawawi azmi
Pea1352
Show contact number
Iqi realty sdn bhd
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
764 sq.ft.
Nearby Railway Station
KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
Nearby School
Sri Emas International School
See more details",3,2,764 sq.ft.,Sri Emas International School,,103787259,"Apartment / Condominium, For sale","Security, Playground, Minimart, Swimming Pool, Lift",Mentari Court,Mentari Group,Leasehold,"Jalan PJS8/9, Petaling Jaya, Selangor",2006,18,200,Apartment,,Medium,Bumi Lot,E,11584,PEA 1352,"Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Federal Highway Motorcycle Lane 5",,"Park at PJS 10 Park, PJS 10
Park 2 at PJS 6, Sungai Way
Park 1 at PJS 6, Sungai Way
Park at PJS 9, Sunway City","Sri Emas International School
Sekolah Kebangsaan Kampung Lindungan
Sekolah Kebangsaan Sungei Way",,RM 255 000,,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang),KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
before,"Open back for sale. Previous buyer loan reject🔥 
APARTMENT FOR SALE MENTARI COURT BANDAR SUNWAY 
BLOK G -FACING POOL
  
DETAILS OF UNIT:
• 12th Floor
• 764 sqft
• Leasehold
• bumi lot
• 3 rooms + 2 bathrooms
• Swimming pool
• Very good for own stay and HIGH ROI on investment
• Low maintainance fee RM96  
•Strata Ready  
  
AMENITIES:  
- Walking distance to KTM Station  
- Taylor College  
- Sunway Pyramid Shopping Centre and Lagoon Theme Park  
  
ACCESSIBILITIES:  
- New Pantai Expressway(NPE), Highway  
- Damansara-Puchong Highway (LDP)  
- KESAS Highway  
- NKVE Highway  
Rm255k
Khairulnawawi azmi
Pea1352
Show contact number
Iqi realty sdn bhd
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
764 sq.ft.
Nearby Railway Station
KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
Nearby School
Sri Emas International School
See more details",3,2,764 sq.ft.,,,103787259,"Apartment / Condominium, For sale","Security, Playground, Minimart, Swimming Pool, Lift",Mentari Court,Mentari Group,Leasehold,"Jalan PJS8/9, Petaling Jaya, Selangor",2006,18,200,Apartment,,Medium,Bumi Lot,E,11584,PEA 1352,"Bus Stop at Opposite Freescale
Bus Stop at Freescale Semiconductors
Bus Stop at Federal Highway Motorcycle Lane 4
Bus Stop at Federal Highway Motorcycle Lane 5",,"Park at PJS 10 Park, PJS 10
Park 2 at PJS 6, Sungai Way
Park 1 at PJS 6, Sungai Way
Park at PJS 9, Sunway City","Sri Emas International School
Sekolah Kebangsaan Kampung Lindungan
Sekolah Kebangsaan Sungei Way",,RM 255 000,,,KTM Station Setia Jaya (Komuter Tanjung Malim-Pelabuhan Klang)
after_merge,"ROYALLE North Kiara Segambut [ LOW DOWN PAYMENT SCHEME ]
===============================================================
Property Details : -
================
- Freehold
- Non Bumi Lot
- 1,184 sf
- 3 Bedroom 2 Bathroom
- 1 Car Park
BASIC Original or RENOVATIONS : -
==============================
1- Kitchen Cabinet
2- Fan & Lighting
3- Water Heater
4- Air Cond
Kindly Contact For Appointment & Viewing : +
======================================
+ Elvis Kok - Team Leader
+ 
Show contact number
 ( Call / WhatsApp / SMS )
+ Selling Price - RM658K
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1184 sq.ft.
Nearby School
Mont Kiara International School
Nearby Mall
Bayu Walk
See more details",3,2,1184 sq.ft.,Mont Kiara International School,Bayu Walk,103795697,"Apartment / Condominium, For sale","Parking, Gymnasium, Squash Court, Swimming Pool, Tennis Court, Minimart, Club house, Lift, Security",Royalle Condominium,Wisdom Realty Sdn. Bhd.,Leasehold,"Jalan Kiara 3, Segambut Dalam, 50200, Kuala Lumpur, Segambut, Kuala Lumpur",,,144,Condominium,2,Medium,Non Bumi Lot,E,31916,REN 34398,"Bus Stop Trinity Pentamont
Bus Stop Impian Villas
Bus Stop Residensi Sefina
Bus Stop Mont Kiara Banyan
Bus Stop Mont Kiara International School
Bus Stop Casa Kiara
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Arcoris
Bus Stop Garden International School
Bus Stop Shoplex Mont Kiara
Bus Stop Laman Damaisari
Bus Stop Al-Ubudiah Mosque
Bus Stop Lanai Kiara (Opp)
Bus Stop 1 Mont Kiara
Bus Stop Jalan Prima Pelangi 7","Bayu Walk
Kiara 163
Shoplex
1 Mont Kiara","Arcoris Plaza, Arcoris Residences, Mont Kiara, Kuala Lumpur, Malaysia","Mont Kiara International School
Garden International School
French School of Kuala Lumpur",Global Doctors Hospital,RM 658 000,Jalan Duta Toll Plaza,,
before,"ROYALLE North Kiara Segambut [ LOW DOWN PAYMENT SCHEME ]
===============================================================
Property Details : -
================
- Freehold
- Non Bumi Lot
- 1,184 sf
- 3 Bedroom 2 Bathroom
- 1 Car Park
BASIC Original or RENOVATIONS : -
==============================
1- Kitchen Cabinet
2- Fan & Lighting
3- Water Heater
4- Air Cond
Kindly Contact For Appointment & Viewing : +
======================================
+ Elvis Kok - Team Leader
+ 
Show contact number
 ( Call / WhatsApp / SMS )
+ Selling Price - RM658K
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1184 sq.ft.
Nearby School
Mont Kiara International School
Nearby Mall
Bayu Walk
See more details",3,2,1184 sq.ft.,,,103795697,"Apartment / Condominium, For sale","Parking, Gymnasium, Squash Court, Swimming Pool, Tennis Court, Minimart, Club house, Lift, Security",Royalle Condominium,Wisdom Realty Sdn. Bhd.,Leasehold,"Jalan Kiara 3, Segambut Dalam, 50200, Kuala Lumpur, Segambut, Kuala Lumpur",,,144,Condominium,2,Medium,Non Bumi Lot,E,31916,REN 34398,"Bus Stop Trinity Pentamont
Bus Stop Impian Villas
Bus Stop Residensi Sefina
Bus Stop Mont Kiara Banyan
Bus Stop Mont Kiara International School
Bus Stop Casa Kiara
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Arcoris
Bus Stop Garden International School
Bus Stop Shoplex Mont Kiara
Bus Stop Laman Damaisari
Bus Stop Al-Ubudiah Mosque
Bus Stop Lanai Kiara (Opp)
Bus Stop 1 Mont Kiara
Bus Stop Jalan Prima Pelangi 7","Bayu Walk
Kiara 163
Shoplex
1 Mont Kiara","Arcoris Plaza, Arcoris Residences, Mont Kiara, Kuala Lumpur, Malaysia","Mont Kiara International School
Garden International School
French School of Kuala Lumpur",Global Doctors Hospital,RM 658 000,Jalan Duta Toll Plaza,,
before,"ROYALLE North Kiara Segambut [ LOW DOWN PAYMENT SCHEME ]
===============================================================
Property Details : -
================
- Freehold
- Non Bumi Lot
- 1,184 sf
- 3 Bedroom 2 Bathroom
- 1 Car Park
BASIC Original or RENOVATIONS : -
==============================
1- Kitchen Cabinet
2- Fan & Lighting
3- Water Heater
4- Air Cond
Kindly Contact For Appointment & Viewing : +
======================================
+ Elvis Kok - Team Leader
+ 
Show contact number
 ( Call / WhatsApp / SMS )
+ Selling Price - RM658K
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
1184 sq.ft.
Nearby School
Mont Kiara International School
Nearby Mall
Bayu Walk
See more details",3,2,1184 sq.ft.,Mont Kiara International School,Bayu Walk,103795697,"Apartment / Condominium, For sale","Parking, Gymnasium, Squash Court, Swimming Pool, Tennis Court, Minimart, Club house, Lift, Security",Royalle Condominium,Wisdom Realty Sdn. Bhd.,Leasehold,"Jalan Kiara 3, Segambut Dalam, 50200, Kuala Lumpur, Segambut, Kuala Lumpur",,,144,Condominium,2,Medium,Non Bumi Lot,E,31916,REN 34398,"Bus Stop Trinity Pentamont
Bus Stop Impian Villas
Bus Stop Residensi Sefina
Bus Stop Mont Kiara Banyan
Bus Stop Mont Kiara International School
Bus Stop Casa Kiara
Bus Stop Mont Kiara Meridin (Opp)
Bus Stop Arcoris
Bus Stop Garden International School
Bus Stop Shoplex Mont Kiara
Bus Stop Laman Damaisari
Bus Stop Al-Ubudiah Mosque
Bus Stop Lanai Kiara (Opp)
Bus Stop 1 Mont Kiara
Bus Stop Jalan Prima Pelangi 7","Bayu Walk
Kiara 163
Shoplex
1 Mont Kiara","Arcoris Plaza, Arcoris Residences, Mont Kiara, Kuala Lumpur, Malaysia","Mont Kiara International School
Garden International School
French School of Kuala Lumpur",Global Doctors Hospital,RM 658 000,Jalan Duta Toll Plaza,,
after_merge,"pangsapuri orkid at bukit serdang
for sale 
3 bedrooms 2 bathrooms
coverd 1 carpark
interested PlS Call:
Show contact number
(Nancy)
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
750 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Seri Kembangan
See more details",3,2,750 sq.ft.,Sekolah Menengah Kebangsaan Seri Kembangan,,103795799,"Apartment / Condominium, For sale","Parking, Security",Pangsapuri Orkid (Bukit Serdang),,Leasehold,"Off Jalan Kasturi, Taman Bukit Serdang, Seri Kembangan, Selangor",,5,300,Apartment,1,Medium,Non Bumi Lot,E,30425,,"Bus Stop at Jalan Utama 2
Bus Stop at Jalan Utama 1
Bus Stop at Jalan SR 1/10",,"Park at Taman Serdang Utama, Bukit Serdang
Park at SK 2, Kampung Baru Seri Kembangan
Park at Serdang Raya 6, Serdang Raya
Park at Serdang Raya 7, Serdang Raya
Park at SK 4, Kampung Baru Seri Kembangan
Park 2 at SK 5, Kampung Baru Seri Kembangan
Park 1 at SK 5, Kampung Baru Seri Kembangan",Sekolah Menengah Kebangsaan Seri Kembangan,,RM 200 000,,,
before,"pangsapuri orkid at bukit serdang
for sale 
3 bedrooms 2 bathrooms
coverd 1 carpark
interested PlS Call:
Show contact number
(Nancy)
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
750 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Seri Kembangan
See more details",3,2,750 sq.ft.,,,103795799,"Apartment / Condominium, For sale","Parking, Security",Pangsapuri Orkid (Bukit Serdang),,Leasehold,"Off Jalan Kasturi, Taman Bukit Serdang, Seri Kembangan, Selangor",,5,300,Apartment,1,Medium,Non Bumi Lot,E,30425,,"Bus Stop at Jalan Utama 2
Bus Stop at Jalan Utama 1
Bus Stop at Jalan SR 1/10",,"Park at Taman Serdang Utama, Bukit Serdang
Park at SK 2, Kampung Baru Seri Kembangan
Park at Serdang Raya 6, Serdang Raya
Park at Serdang Raya 7, Serdang Raya
Park at SK 4, Kampung Baru Seri Kembangan
Park 2 at SK 5, Kampung Baru Seri Kembangan
Park 1 at SK 5, Kampung Baru Seri Kembangan",Sekolah Menengah Kebangsaan Seri Kembangan,,RM 200 000,,,
before,"pangsapuri orkid at bukit serdang
for sale 
3 bedrooms 2 bathrooms
coverd 1 carpark
interested PlS Call:
Show contact number
(Nancy)
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
750 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Seri Kembangan
See more details",3,2,750 sq.ft.,Sekolah Menengah Kebangsaan Seri Kembangan,,103795799,"Apartment / Condominium, For sale","Parking, Security",Pangsapuri Orkid (Bukit Serdang),,Leasehold,"Off Jalan Kasturi, Taman Bukit Serdang, Seri Kembangan, Selangor",,5,300,Apartment,1,Medium,Non Bumi Lot,E,30425,,"Bus Stop at Jalan Utama 2
Bus Stop at Jalan Utama 1
Bus Stop at Jalan SR 1/10",,"Park at Taman Serdang Utama, Bukit Serdang
Park at SK 2, Kampung Baru Seri Kembangan
Park at Serdang Raya 6, Serdang Raya
Park at Serdang Raya 7, Serdang Raya
Park at SK 4, Kampung Baru Seri Kembangan
Park 2 at SK 5, Kampung Baru Seri Kembangan
Park 1 at SK 5, Kampung Baru Seri Kembangan",Sekolah Menengah Kebangsaan Seri Kembangan,,RM 200 000,,,
after_merge,"• Size : 918 sf
• Rooms : 3
• Bathrooms : 2
• Carpark : 1
• Leasehold
• Renovated Unit
• Non Bumi Lot
•Maintenance fee RM260
This unit is partially furnished with build in wardrobe, 4 aircons unit, fridge, hood & induction knob, kitchen cabinet, 2 water heaters, fans, lights,
curtain railing & curtain and an iron gate.
Amenities:
- Secondary and primary school
- Watson
- Guardian
- Sri Kota supermarket
- Danau Business Centre
- Taman Desa Medical Centre
- Faber Towers office
- Wet market
- Petrol station.
- Mid Valley Megamall
welcome to call me for viewing appointment
Sam 
Show contact number
One stop solution services
Banker
Lawyer
Valuer
Will assist From A to Z
l52688
Continue Reading
PROPERTY HIGHLIGHTS
NEW!
Bedroom
3
Bathroom
2
Property Size
918 sq.ft.
Nearby School
Sekolah Menengah Kebangsaan Taman Desa Kuala Lumpur
Nearby Mall
Faber Towers
See more details",3,2,918 sq.ft.,Sekolah Menengah Kebangsaan Taman Desa Kuala Lumpur,Faber Towers,103800860,"Apartment / Condominium, For sale","Minimart, Swimming Pool, Security, Playground, Gymnasium, Barbeque area, Sauna, Club house, Parking, Lift",Danau Impian,Faber Development Holdings,Leasehold,"Taman Danau Desa, Taman Desa, Kuala Lumpur",1997,15,450,Condominium,1,Medium,Non Bumi Lot,E,31916,REN 63114,"Bus Stop Taman Desa Timur
Bus Stop KL 1207 Danau Idaman Condominium
Bus Stop SMK Taman Desa
Bus Stop KL 1205 Faber Tower
Bus Stop Masjid Al-Muhsirin
Bus Stop KL 1208 Abadi Indah Apartment
Bus Stop SMK Desa Perdana
Bus Stop Jalan Desa Utama
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1209 Taman Desa (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Taman Desa (Utara)
Bus Stop KL 1186 Taman Shanghai (Timur)
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop ILP Kuala Lumpur",Faber Towers,"Park 1 at Taman Desa, Kuala Lumpur, Malaysia
Taman Desa Recreational Ground, Taman Desa, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Taman Desa Kuala Lumpur
SMK Desa Perdana
Sekolah Kebangsaan Taman Desa Kuala Lumpur
SK Seri Setia",,RM 380 000,,,
